Clicks,Impressions,CreationDate,EndDate,PeopleWhoMatch,AdSpend,AdSpendCurrency
2,19,03/14/16 06:11:54 AM PDT,03/15/16 06:11:54 AM PDT,Black Matters,34,RUB
0,10,03/14/16 06:11:31 AM PDT,03/15/16 06:11:30 AM PDT,Black Matters,546,RUB
0,15,03/14/16 06:11:09 AM PDT,03/15/16 06:11:08 AM PDT,Black Matters,1177,RUB
15,197,03/10/16 05:50:56 AM PST,03/11/16 05:50:55 AM PST,Black Matters,14181,RUB
783,4668,03/18/16 07:32:52 AM PDT,03/20/16 07:32:52 AM PDT,Being Patriotic,51153,RUB
334,1775,03/18/16 07:33:45 AM PDT,03/21/16 07:33:45 AM PDT,Being Patriotic,35161,RUB
3,11,03/18/16 07:30:48 AM PDT,03/19/16 07:30:47 AM PDT,Being Patriotic,1341,RUB
1,8,03/18/16 07:33:18 AM PDT,03/21/16 07:33:17 AM PDT,Being Patriotic,381,RUB
10,61,03/18/16 07:31:08 AM PDT,03/19/16 07:31:08 AM PDT,Being Patriotic,1073,RUB
54,848,03/24/16 12:07:21 AM PDT,03/25/16 12:07:21 AM PDT,LGBT United,11149,RUB
70,523,03/17/16 05:31:06 AM PDT,03/18/16 05:31:05 AM PDT,Williams&Kalvin,200,RUB
58,380,03/17/16 04:21:38 AM PDT,03/18/16 04:21:37 AM PDT,United Muslims of America,100,RUB
1675,10443,03/17/16 04:21:05 AM PDT,03/21/16 08:04:00 AM PDT,United Muslims of America,1050,RUB
49,244,03/17/16 04:21:29 AM PDT,03/18/16 04:21:28 AM PDT,United Muslims of America,100,RUB
330,2569,03/17/16 04:22:24 AM PDT,03/19/16 08:04:43 AM PDT,United Muslims of America,500,RUB
4,5,03/18/16 08:02:52 AM PDT,03/21/16 08:02:52 AM PDT,United Muslims of America,301,RUB
52,450,03/17/16 04:20:25 AM PDT,03/18/16 04:20:25 AM PDT,United Muslims of America,200,RUB
0,11,03/17/16 04:21:55 AM PDT,03/18/16 04:21:53 AM PDT,United Muslims of America,592,RUB
1,4,03/17/16 05:34:03 AM PDT,03/18/16 05:34:03 AM PDT,Williams&Kalvin,32,RUB
0,4,03/17/16 05:30:40 AM PDT,03/20/16 05:30:40 AM PDT,Williams&Kalvin,1371,RUB
87,797,03/10/16 01:29:00 AM PST,03/12/16 12:40:37 AM PST,Williams&Kalvin,310,RUB
2116,13936,04/14/16 01:21:30 AM PDT,04/16/16 01:21:29 AM PDT,Black Matters,,RUB
2252,19309,04/25/16 05:25:19 AM PDT,04/27/16 05:25:19 AM PDT,Black Matters,254882,RUB
73,653,04/12/16 09:29:36 AM PDT,04/13/16 09:29:35 AM PDT,Williams&Kalvin,100,RUB
6,54,04/07/16 07:44:35 AM PDT,04/08/16 07:44:34 AM PDT,Blacktivist,5187,RUB
0,0,04/21/16 12:09:10 AM PDT,04/22/16 12:09:09 AM PDT,Williams&Kalvin,,
2,7,04/21/16 12:09:49 AM PDT,04/22/16 12:09:49 AM PDT,Williams&Kalvin,347,RUB
44,467,04/15/16 01:21:41 AM PDT,04/16/16 01:21:41 AM PDT,Williams&Kalvin,100,RUB
2,20,04/12/16 09:29:53 AM PDT,04/13/16 09:29:52 AM PDT,Williams&Kalvin,2884,RUB
1276,,04/06/16 08:48:17 AM PDT,04/10/16 10:48:00 PM PDT,Black Matters,,RUB
2363,20386,04/08/16 08:21:47 AM PDT,04/10/16 08:21:46 AM PDT,Black Matters,,RUB
197,2441,04/08/16 07:30:09 AM PDT,04/09/16 07:30:08 AM PDT,Black Matters,900,RUB
120,1112,04/07/16 08:20:46 AM PDT,04/08/16 08:20:46 AM PDT,Black Matters,300,RUB
6706,55630,04/11/16 01:37:15 AM PDT,04/14/16 01:37:00 AM PDT,Black Matters,3500,RUB
1030,6143,04/14/16 01:22:25 AM PDT,04/16/16 01:22:24 AM PDT,Black Matters,500,RUB
1145,7772,04/14/16 01:22:07 AM PDT,04/16/16 01:22:06 AM PDT,Black Matters,500,RUB
2097,13808,04/14/16 01:21:05 AM PDT,04/16/16 01:21:04 AM PDT,Black Matters,1000,RUB
3856,,04/21/16 02:03:04 AM PDT,04/24/16 10:20:00 PM PDT,Black Matters,,RUB
0,13,04/21/16 02:02:45 AM PDT,04/23/16 02:02:45 AM PDT,Black Matters,471,RUB
5607,46437,04/21/16 02:02:13 AM PDT,04/24/16 10:02:00 PM PDT,Black Matters,278636,RUB
0,14,04/21/16 12:22:59 AM PDT,04/23/16 12:22:58 AM PDT,Black Matters,878,RUB
4,32,04/21/16 02:01:32 AM PDT,04/22/16 02:01:31 AM PDT,Black Matters,665,RUB
2083,17376,04/21/16 12:22:05 AM PDT,04/24/16 10:22:00 PM PDT,Black Matters,183825,RUB
2034,20280,04/21/16 12:21:47 AM PDT,04/24/16 10:21:00 PM PDT,Black Matters,18045,RUB
9,58,04/21/16 12:21:22 AM PDT,04/23/16 12:21:21 AM PDT,Black Matters,751,RUB
20,139,04/22/16 03:15:27 AM PDT,04/24/16 03:15:51 AM PDT,Black Matters,2779,RUB
3293,29056,04/25/16 05:37:03 AM PDT,04/27/16 06:37:00 PM PDT,Black Matters,,RUB
56,458,04/25/16 05:25:40 AM PDT,04/27/16 05:25:40 AM PDT,Black Matters,4523,RUB
1590,11249,04/26/16 12:10:23 AM PDT,04/27/16 12:10:23 AM PDT,Black Matters,,RUB
769,7122,04/26/16 12:25:13 AM PDT,04/27/16 12:25:13 AM PDT,Black Matters,,RUB
998,8239,04/26/16 12:24:45 AM PDT,04/27/16 12:24:44 AM PDT,Black Matters,115011,RUB
2427,20905,04/25/16 05:30:29 AM PDT,04/27/16 06:30:00 PM PDT,Black Matters,,RUB
3081,30305,04/07/16 07:45:15 AM PDT,04/10/16 07:45:14 AM PDT,Blacktivist,3000,RUB
715,4692,04/07/16 07:44:15 AM PDT,04/08/16 07:44:15 AM PDT,Blacktivist,200,RUB
4444,22720,04/14/16 07:20:01 AM PDT,04/17/16 07:20:00 AM PDT,Don't Shoot,47998,RUB
5296,42983,04/13/16 07:18:31 AM PDT,04/16/16 07:18:00 AM PDT,Don't Shoot,223786,RUB
9192,102914,04/22/16 07:48:47 AM PDT,04/24/16 07:48:47 AM PDT,Don't Shoot,5000,RUB
11,70,04/14/16 12:26:34 AM PDT,04/15/16 12:26:34 AM PDT,Williams&Kalvin,1068,RUB
538,14908,04/22/16 02:32:26 AM PDT,,Multicultural Affinity,452076,RUB
606,18272,04/25/16 03:34:54 AM PDT,,Multicultural Affinity,720559,RUB
288,4011,04/21/16 06:52:37 AM PDT,04/28/16 06:52:36 AM PDT,Multicultural Affinity,108234,RUB
2603,74257,05/10/16 07:26:47 AM PDT,,Multicultural Affinity,52416,RUB
43,192,05/10/16 08:13:33 AM PDT,05/11/16 08:30:01 AM PDT,Being Patriotic,2514,RUB
32,129,05/10/16 08:12:26 AM PDT,05/11/16 08:12:25 AM PDT,Being Patriotic,1724,RUB
,,05/11/16 05:07:07 AM PDT,05/15/16 07:00:01 AM PDT,Multicultural Affinity,,
0,3,05/11/16 05:00:55 AM PDT,05/12/16 05:00:54 AM PDT,Multicultural Affinity,74,RUB
237,1111,05/18/16 01:48:58 AM PDT,05/20/16 01:48:57 AM PDT,Stop AI,300,RUB
1003,4697,05/10/16 08:14:03 AM PDT,05/11/16 01:59:01 PM PDT,Being Patriotic,700,RUB
1058,5424,05/10/16 08:13:46 AM PDT,05/11/16 12:30:01 PM PDT,Being Patriotic,700,RUB
730,3643,05/10/16 08:14:18 AM PDT,05/11/16 03:30:01 PM PDT,Being Patriotic,700,RUB
153,1089,05/06/16 08:10:31 AM PDT,05/07/16 08:10:31 AM PDT,Being Patriotic,100,RUB
303,1963,05/06/16 08:11:10 AM PDT,05/07/16 08:11:09 AM PDT,Being Patriotic,100,RUB
161,1187,05/06/16 08:10:53 AM PDT,05/07/16 08:10:53 AM PDT,Being Patriotic,100,RUB
313,1643,05/06/16 08:08:12 AM PDT,05/07/16 08:08:11 AM PDT,Being Patriotic,100,RUB
1426,6463,05/10/16 08:12:45 AM PDT,05/11/16 08:12:44 AM PDT,Being Patriotic,700,RUB
2,14,05/16/16 08:26:53 AM PDT,05/19/16 08:15:33 AM PDT,Multicultural Affinity,281,RUB
0,0,05/12/16 01:39:36 AM PDT,05/14/16 01:39:36 AM PDT,Stop AI,,
3093,18920,05/05/16 02:15:42 AM PDT,05/07/16 02:15:41 AM PDT,Don't Shoot,500,RUB
5227,34848,05/05/16 02:16:36 AM PDT,05/12/16 02:16:35 AM PDT,Don't Shoot,84552,RUB
571,3286,05/05/16 02:16:24 AM PDT,05/07/16 02:16:24 AM PDT,Don't Shoot,100,RUB
0,0,05/05/16 02:15:53 AM PDT,05/07/16 02:15:53 AM PDT,Don't Shoot,,
3626,19873,05/05/16 02:15:21 AM PDT,05/07/16 02:15:21 AM PDT,Don't Shoot,500,RUB
875,8185,05/18/16 06:25:44 AM PDT,05/19/16 06:25:43 AM PDT,Don't Shoot,44401,RUB
1717,11585,05/17/16 01:15:04 AM PDT,05/18/16 01:15:03 AM PDT,Don't Shoot,500,RUB
5253,18460,05/17/16 01:14:51 AM PDT,05/18/16 01:14:50 AM PDT,Don't Shoot,500,RUB
3192,16855,05/13/16 07:18:37 AM PDT,05/16/16 09:30:01 AM PDT,Don't Shoot,300,RUB
1989,14590,05/13/16 07:18:16 AM PDT,05/16/16 08:30:01 AM PDT,Don't Shoot,300,RUB
1131,7192,05/17/16 01:15:20 AM PDT,05/18/16 01:15:19 AM PDT,Don't Shoot,300,RUB
0,0,05/13/16 07:19:06 AM PDT,05/18/16 06:30:01 AM PDT,Don't Shoot,,
1589,13253,05/13/16 07:18:50 AM PDT,05/17/16 12:30:00 PM PDT,Don't Shoot,25891,RUB
1748,10988,05/19/16 06:45:59 AM PDT,05/20/16 06:45:58 AM PDT,Don't Shoot,700,RUB
1992,18059,05/19/16 06:45:40 AM PDT,05/20/16 06:45:39 AM PDT,Don't Shoot,700,RUB
773,9489,05/19/16 06:45:28 AM PDT,05/20/16 06:45:27 AM PDT,Don't Shoot,700,RUB
873,5568,05/19/16 06:45:13 AM PDT,05/20/16 06:45:11 AM PDT,Don't Shoot,300,RUB
729,6103,05/18/16 06:25:31 AM PDT,05/19/16 06:25:29 AM PDT,Don't Shoot,4586,RUB
911,2984,05/18/16 06:25:12 AM PDT,05/19/16 06:25:10 AM PDT,Don't Shoot,1335,RUB
0,0,05/18/16 06:24:17 AM PDT,05/19/16 06:24:16 AM PDT,Don't Shoot,,
0,0,05/17/16 01:14:37 AM PDT,05/18/16 01:14:36 AM PDT,Don't Shoot,,
8392,23405,05/24/16 08:17:31 AM PDT,05/25/16 08:17:30 AM PDT,Don't Shoot,68307,RUB
4250,19060,05/23/16 07:41:44 AM PDT,05/24/16 07:41:43 AM PDT,Don't Shoot,48205,RUB
4826,18165,05/23/16 07:40:32 AM PDT,05/24/16 07:40:31 AM PDT,Don't Shoot,4904,RUB
1469,12943,05/23/16 07:40:08 AM PDT,05/24/16 07:40:06 AM PDT,Don't Shoot,48717,RUB
681,2957,05/26/16 07:39:51 AM PDT,05/27/16 07:39:50 AM PDT,Don't Shoot,13653,RUB
3990,18975,05/25/16 06:29:46 AM PDT,05/26/16 06:29:45 AM PDT,Don't Shoot,700,RUB
0,0,05/25/16 06:29:35 AM PDT,05/26/16 06:29:34 AM PDT,Don't Shoot,,
3717,18349,05/24/16 08:17:12 AM PDT,,Don't Shoot,68264,RUB
588,5852,05/24/16 08:16:48 AM PDT,05/25/16 08:16:47 AM PDT,Don't Shoot,28857,RUB
2082,10467,05/24/16 08:16:31 AM PDT,05/25/16 08:16:30 AM PDT,Don't Shoot,48789,RUB
0,0,06/16/16 01:21:05 AM PDT,,Multicultural Affinity,,
288,1492,06/06/16 07:46:25 AM PDT,06/08/16 07:46:24 AM PDT,Stop AI,200,RUB
379,1488,06/06/16 07:46:01 AM PDT,06/08/16 07:46:00 AM PDT,Stop AI,200,RUB
86,585,06/07/16 05:25:12 AM PDT,06/08/16 05:25:10 AM PDT,LGBT United,250,RUB
166,1032,06/06/16 07:46:34 AM PDT,06/08/16 07:46:33 AM PDT,Stop AI,200,RUB
1666,13086,06/02/16 07:59:59 AM PDT,06/03/16 07:59:58 AM PDT,Don't Shoot,500,RUB
1756,12398,06/02/16 07:59:45 AM PDT,06/03/16 07:59:44 AM PDT,Don't Shoot,500,RUB
1096,10264,06/02/16 07:59:24 AM PDT,06/03/16 07:59:23 AM PDT,Don't Shoot,600,RUB
2677,13681,06/02/16 07:59:13 AM PDT,06/03/16 07:59:12 AM PDT,Don't Shoot,600,RUB
0,0,06/02/16 07:58:40 AM PDT,06/03/16 04:00:00 PM PDT,Don't Shoot,,
0,0,06/02/16 07:58:13 AM PDT,06/03/16 10:00:00 AM PDT,Don't Shoot,,
633,3981,06/20/16 08:21:40 AM PDT,06/21/16 08:21:39 AM PDT,Don't Shoot,700,RUB
409,3856,06/20/16 08:21:12 AM PDT,06/21/16 08:21:11 AM PDT,Don't Shoot,1000,RUB
0,0,06/20/16 08:20:58 AM PDT,06/21/16 08:20:56 AM PDT,Don't Shoot,,
389,3099,06/21/16 08:20:23 AM PDT,,Don't Shoot,750,RUB
0,0,06/07/16 01:35:07 AM PDT,06/08/16 01:35:06 AM PDT,Don't Shoot,,
1802,11181,06/08/16 01:34:55 AM PDT,,Don't Shoot,57167,RUB
1300,10268,06/07/16 01:34:40 AM PDT,06/08/16 01:34:39 AM PDT,Don't Shoot,500,RUB
541,7918,06/07/16 01:34:30 AM PDT,06/08/16 01:34:29 AM PDT,Don't Shoot,500,RUB
0,0,06/07/16 01:34:08 AM PDT,06/08/16 01:34:07 AM PDT,Don't Shoot,,
1947,12225,06/07/16 01:32:27 AM PDT,06/08/16 01:32:26 AM PDT,Don't Shoot,500,RUB
2492,14899,06/07/16 01:32:10 AM PDT,06/08/16 01:32:08 AM PDT,Don't Shoot,500,RUB
42,1533,06/07/16 07:45:06 AM PDT,06/14/16 07:45:04 AM PDT,Don't Shoot,91627,RUB
203,1425,06/07/16 01:07:37 AM PDT,06/10/16 01:07:35 AM PDT,United Muslims of America,500,RUB
226,1850,06/17/16 08:42:20 AM PDT,06/18/16 08:42:18 AM PDT,United Muslims of America,,RUB
657,5240,06/22/16 07:28:57 AM PDT,06/23/16 07:28:56 AM PDT,Memopolis,500,RUB
1814,21301,07/07/16 08:05:38 AM PDT,07/08/16 08:05:35 AM PDT,Black Matters,1500,RUB
0,0,07/14/16 02:05:21 AM PDT,07/15/16 02:05:19 AM PDT,Black Matters,,
0,0,07/17/16 11:01:34 AM PDT,07/15/16 02:05:19 AM PDT,Black Matters,,
8,20,07/14/16 02:19:00 AM PDT,07/15/16 02:18:59 AM PDT,Secured Borders,500,RUB
6,19,07/14/16 02:15:27 AM PDT,07/15/16 02:15:26 AM PDT,Secured Borders,500,RUB
192,682,07/14/16 02:32:13 AM PDT,07/15/16 02:32:12 AM PDT,Stop AI,500,RUB
1280,6243,07/06/16 04:28:20 AM PDT,07/07/16 04:28:19 AM PDT,Don't Shoot,28667,RUB
1049,9732,07/08/16 08:10:20 AM PDT,07/09/16 08:10:18 AM PDT,Don't Shoot,2000,RUB
1195,8140,07/08/16 04:54:35 AM PDT,,Don't Shoot,97337,RUB
0,0,10/18/16 04:11:04 AM PDT,,Employers,,
1,10,10/18/16 04:13:46 AM PDT,,Employers,1852,RUB
0,0,11/09/16 12:46:18 PM PST,11/12/16 01:37:32 PM PST,BM,,
26,188,11/09/16 12:46:18 PM PST,11/12/16 01:37:32 PM PST,BM,11319,RUB
15163,112737,04/06/17 05:56:18 AM PDT,,Industry,,RUB
242,1929,05/16/17 07:40:03 AM PDT,05/18/17 07:40:03 AM PDT,Born Liberal,39999,RUB
4,609,05/03/17 07:24:41 AM PDT,,Industry,26486,RUB
909,5019,05/11/17 07:42:22 AM PDT,05/13/17 07:42:22 AM PDT,Stop AI,200,RUB
267,1778,05/23/17 07:36:32 AM PDT,05/25/17 07:36:32 AM PDT,Born Liberal,267,RUB
135,1236,05/15/17 08:21:51 AM PDT,05/17/17 08:21:51 AM PDT,Born Liberal,33301,RUB
2523,10534,05/18/17 08:21:15 AM PDT,05/20/17 12:51:00 PM PDT,Stop AI,200,RUB
841,5430,05/15/17 12:36:02 AM PDT,05/17/17 12:36:02 AM PDT,Stop AI,200,RUB
566,2572,05/15/17 08:27:57 AM PDT,05/17/17 08:27:57 AM PDT,Stop AI,7649,RUB
101,1594,05/16/17 07:17:04 AM PDT,05/17/17 07:17:04 AM PDT,Stop AI,19999,RUB
1015,6355,05/17/17 08:29:31 AM PDT,05/19/17 08-29-31 AM PDT,Stop AI,200,RUB
0,0,01/31/17 05:44:25 AM PST,,Employers,,
0,0,01/26/17 04:29:45 AM PST,01/28/17 04:29:45 AM PST,Employers,,
19,533,01/27/17 01:54:00 AM PST,01/29/17 01:54:00 AM PST,Employers,,USD
2,26,03/10/17 03:36:24 AM PST,,Industry,,USD
511,3957,03/10/17 05:51:53 AM PST,,Industry,,USD
